Rate_code_id,RatecodeID,RatecodeType
25769814639,1,Standard rate
25769814640,1,Standard rate
25769814641,1,Standard rate
25769814642,1,Standard rate
25769814643,1,Standard rate
25769814644,1,Standard rate
25769814645,1,Standard rate
25769814646,1,Standard rate
25769814647,1,Standard rate
25769814648,1,Standard rate
25769814649,1,Standard rate
25769814650,1,Standard rate
25769814651,1,Standard rate
25769814652,1,Standard rate
25769814653,1,Standard rate
25769814654,1,Standard rate
25769814655,1,Standard rate
25769814656,1,Standard rate
25769814657,1,Standard rate
25769814658,1,Standard rate
25769814659,1,Standard rate
25769814660,1,Standard rate
25769814661,1,Standard rate
25769814662,1,Standard rate
25769814663,1,Standard rate
25769814664,1,Standard rate
25769814665,1,Standard rate
25769814666,1,Standard rate
25769814667,1,Standard rate
25769814668,1,Standard rate
25769814669,1,Standard rate
25769814670,1,Standard rate
25769814671,1,Standard rate
25769814672,1,Standard rate
25769814673,1,Standard rate
25769814674,1,Standard rate
25769814675,1,Standard rate
25769814676,1,Standard rate
25769814677,1,Standard rate
25769814678,1,Standard rate
25769814679,2,JFK
25769814680,1,Standard rate
25769814681,1,Standard rate
25769814682,1,Standard rate
25769814683,1,Standard rate
25769814684,1,Standard rate
25769814685,1,Standard rate
25769814686,1,Standard rate
25769814687,1,Standard rate
25769814688,1,Standard rate
25769814689,1,Standard rate
25769814690,1,Standard rate
25769814691,1,Standard rate
25769814692,1,Standard rate
25769814693,1,Standard rate
25769814694,1,Standard rate
25769814695,1,Standard rate
25769814696,1,Standard rate
25769814697,1,Standard rate
25769814698,1,Standard rate
25769814699,1,Standard rate
25769814700,1,Standard rate
25769814701,1,Standard rate
25769814702,1,Standard rate
25769814703,1,Standard rate
25769814704,1,Standard rate
25769814705,1,Standard rate
25769814706,1,Standard rate
25769814707,1,Standard rate
25769814708,1,Standard rate
25769814709,1,Standard rate
25769814710,1,Standard rate
25769814711,1,Standard rate
25769814712,1,Standard rate
25769814713,1,Standard rate
25769814714,1,Standard rate
25769814715,1,Standard rate
25769814716,1,Standard rate
25769814717,1,Standard rate
25769814718,1,Standard rate
25769814719,1,Standard rate
25769814720,1,Standard rate
25769814721,1,Standard rate
25769814722,1,Standard rate
25769814723,1,Standard rate
25769814724,1,Standard rate
25769814725,1,Standard rate
25769814726,1,Standard rate
25769814727,1,Standard rate
25769814728,1,Standard rate
25769814729,1,Standard rate
25769814730,1,Standard rate
25769814731,1,Standard rate
25769814732,1,Standard rate
25769814733,1,Standard rate
25769814734,1,Standard rate
25769814735,1,Standard rate
25769814736,1,Standard rate
25769814737,1,Standard rate
25769814738,1,Standard rate
25769814739,1,Standard rate
25769814740,1,Standard rate
25769814741,1,Standard rate
25769814742,1,Standard rate
25769814743,1,Standard rate
25769814744,1,Standard rate
25769814745,1,Standard rate
25769814746,1,Standard rate
25769814747,1,Standard rate
25769814748,1,Standard rate
25769814749,1,Standard rate
25769814750,1,Standard rate
25769814751,1,Standard rate
25769814752,1,Standard rate
25769814753,1,Standard rate
25769814754,1,Standard rate
25769814755,1,Standard rate
25769814756,1,Standard rate
25769814757,1,Standard rate
25769814758,1,Standard rate
25769814759,1,Standard rate
25769814760,1,Standard rate
25769814761,1,Standard rate
25769814762,1,Standard rate
25769814763,1,Standard rate
25769814764,1,Standard rate
25769814765,1,Standard rate
25769814766,1,Standard rate
25769814767,1,Standard rate
25769814768,1,Standard rate
25769814769,1,Standard rate
25769814770,1,Standard rate
25769814771,1,Standard rate
25769814772,1,Standard rate
25769814773,1,Standard rate
25769814774,1,Standard rate
25769814775,1,Standard rate
25769814776,1,Standard rate
25769814777,1,Standard rate
25769814778,1,Standard rate
25769814779,1,Standard rate
25769814780,5,Negotiated fare
25769814781,1,Standard rate
25769814782,1,Standard rate
25769814783,1,Standard rate
25769814784,1,Standard rate
25769814785,1,Standard rate
25769814786,1,Standard rate
25769814787,1,Standard rate
25769814788,1,Standard rate
25769814789,1,Standard rate
25769814790,1,Standard rate
25769814791,1,Standard rate
25769814792,1,Standard rate
25769814793,1,Standard rate
25769814794,1,Standard rate
25769814795,1,Standard rate
25769814796,1,Standard rate
25769814797,1,Standard rate
25769814798,1,Standard rate
25769814799,1,Standard rate
25769814800,1,Standard rate
25769814801,1,Standard rate
25769814802,1,Standard rate
25769814803,1,Standard rate
25769814804,1,Standard rate
25769814805,1,Standard rate
25769814806,1,Standard rate
25769814807,1,Standard rate
25769814808,1,Standard rate
25769814809,1,Standard rate
25769814810,1,Standard rate
25769814811,1,Standard rate
25769814812,1,Standard rate
25769814813,1,Standard rate
25769814814,1,Standard rate
25769814815,1,Standard rate
25769814816,1,Standard rate
25769814817,1,Standard rate
25769814818,1,Standard rate
25769814819,1,Standard rate
25769814820,2,JFK
25769814821,1,Standard rate
25769814822,1,Standard rate
25769814823,1,Standard rate
25769814824,1,Standard rate
25769814825,1,Standard rate
25769814826,1,Standard rate
25769814827,1,Standard rate
25769814828,1,Standard rate
25769814829,1,Standard rate
25769814830,1,Standard rate
25769814831,1,Standard rate
25769814832,1,Standard rate
25769814833,1,Standard rate
25769814834,1,Standard rate
25769814835,1,Standard rate
25769814836,1,Standard rate
25769814837,1,Standard rate
25769814838,1,Standard rate
25769814839,1,Standard rate
25769814840,1,Standard rate
25769814841,1,Standard rate
25769814842,1,Standard rate
25769814843,1,Standard rate
25769814844,1,Standard rate
25769814845,1,Standard rate
25769814846,1,Standard rate
25769814847,1,Standard rate
25769814848,1,Standard rate
25769814849,1,Standard rate
25769814850,1,Standard rate
25769814851,1,Standard rate
25769814852,1,Standard rate
25769814853,1,Standard rate
25769814854,1,Standard rate
25769814855,1,Standard rate
25769814856,1,Standard rate
25769814857,1,Standard rate
25769814858,1,Standard rate
25769814859,1,Standard rate
25769814860,1,Standard rate
25769814861,1,Standard rate
25769814862,1,Standard rate
25769814863,2,JFK
25769814864,1,Standard rate
25769814865,1,Standard rate
25769814866,1,Standard rate
25769814867,1,Standard rate
25769814868,1,Standard rate
25769814869,1,Standard rate
25769814870,1,Standard rate
25769814871,1,Standard rate
25769814872,1,Standard rate
25769814873,1,Standard rate
25769814874,1,Standard rate
25769814875,1,Standard rate
25769814876,1,Standard rate
25769814877,1,Standard rate
25769814878,1,Standard rate
25769814879,1,Standard rate
25769814880,1,Standard rate
25769814881,1,Standard rate
25769814882,1,Standard rate
25769814883,1,Standard rate
25769814884,1,Standard rate
25769814885,1,Standard rate
25769814886,1,Standard rate
25769814887,1,Standard rate
25769814888,1,Standard rate
25769814889,1,Standard rate
25769814890,1,Standard rate
25769814891,1,Standard rate
25769814892,1,Standard rate
25769814893,1,Standard rate
25769814894,1,Standard rate
25769814895,1,Standard rate
25769814896,1,Standard rate
25769814897,1,Standard rate
25769814898,1,Standard rate
25769814899,1,Standard rate
25769814900,1,Standard rate
25769814901,1,Standard rate
25769814902,1,Standard rate
25769814903,1,Standard rate
25769814904,2,JFK
25769814905,1,Standard rate
25769814906,1,Standard rate
25769814907,2,JFK
25769814908,1,Standard rate
25769814909,1,Standard rate
25769814910,1,Standard rate
25769814911,1,Standard rate
25769814912,1,Standard rate
25769814913,1,Standard rate
25769814914,1,Standard rate
25769814915,1,Standard rate
25769814916,1,Standard rate
25769814917,1,Standard rate
25769814918,1,Standard rate
25769814919,1,Standard rate
25769814920,1,Standard rate
25769814921,1,Standard rate
25769814922,1,Standard rate
25769814923,1,Standard rate
25769814924,1,Standard rate
25769814925,1,Standard rate
25769814926,1,Standard rate
25769814927,1,Standard rate
25769814928,1,Standard rate
25769814929,1,Standard rate
25769814930,1,Standard rate
25769814931,1,Standard rate
25769814932,1,Standard rate
25769814933,1,Standard rate
25769814934,1,Standard rate
25769814935,1,Standard rate
25769814936,1,Standard rate
25769814937,3,Newark
25769814938,1,Standard rate
25769814939,1,Standard rate
25769814940,1,Standard rate
25769814941,1,Standard rate
25769814942,1,Standard rate
25769814943,1,Standard rate
25769814944,1,Standard rate
25769814945,1,Standard rate
25769814946,1,Standard rate
25769814947,1,Standard rate
25769814948,1,Standard rate
25769814949,1,Standard rate
25769814950,1,Standard rate
25769814951,1,Standard rate
25769814952,1,Standard rate
25769814953,1,Standard rate
25769814954,1,Standard rate
25769814955,1,Standard rate
25769814956,1,Standard rate
25769814957,1,Standard rate
25769814958,1,Standard rate
25769814959,1,Standard rate
25769814960,1,Standard rate
25769814961,1,Standard rate
25769814962,1,Standard rate
25769814963,1,Standard rate
25769814964,1,Standard rate
25769814965,1,Standard rate
25769814966,1,Standard rate
25769814967,1,Standard rate
25769814968,1,Standard rate
25769814969,1,Standard rate
25769814970,1,Standard rate
25769814971,1,Standard rate
25769814972,2,JFK
25769814973,1,Standard rate
25769814974,1,Standard rate
25769814975,1,Standard rate
25769814976,1,Standard rate
25769814977,1,Standard rate
25769814978,1,Standard rate
25769814979,1,Standard rate
25769814980,1,Standard rate
25769814981,1,Standard rate
25769814982,1,Standard rate
25769814983,1,Standard rate
25769814984,1,Standard rate
25769814985,1,Standard rate
25769814986,1,Standard rate
25769814987,1,Standard rate
25769814988,1,Standard rate
25769814989,1,Standard rate
25769814990,1,Standard rate
25769814991,1,Standard rate
25769814992,2,JFK
25769814993,1,Standard rate
25769814994,1,Standard rate
25769814995,1,Standard rate
25769814996,1,Standard rate
25769814997,1,Standard rate
25769814998,1,Standard rate
25769814999,1,Standard rate
25769815000,1,Standard rate
25769815001,1,Standard rate
25769815002,1,Standard rate
25769815003,1,Standard rate
25769815004,1,Standard rate
25769815005,1,Standard rate
25769815006,1,Standard rate
25769815007,1,Standard rate
25769815008,1,Standard rate
25769815009,1,Standard rate
25769815010,1,Standard rate
25769815011,1,Standard rate
25769815012,1,Standard rate
25769815013,1,Standard rate
25769815014,1,Standard rate
25769815015,1,Standard rate
25769815016,1,Standard rate
25769815017,1,Standard rate
25769815018,1,Standard rate
25769815019,1,Standard rate
25769815020,1,Standard rate
25769815021,1,Standard rate
25769815022,1,Standard rate
25769815023,1,Standard rate
25769815024,1,Standard rate
25769815025,1,Standard rate
25769815026,3,Newark
25769815027,1,Standard rate
25769815028,1,Standard rate
25769815029,1,Standard rate
25769815030,1,Standard rate
25769815031,1,Standard rate
25769815032,1,Standard rate
25769815033,1,Standard rate
25769815034,1,Standard rate
25769815035,1,Standard rate
25769815036,1,Standard rate
25769815037,1,Standard rate
25769815038,1,Standard rate
25769815039,1,Standard rate
25769815040,1,Standard rate
25769815041,2,JFK
25769815042,1,Standard rate
25769815043,1,Standard rate
25769815044,1,Standard rate
25769815045,1,Standard rate
25769815046,1,Standard rate
25769815047,1,Standard rate
25769815048,1,Standard rate
25769815049,1,Standard rate
25769815050,1,Standard rate
25769815051,1,Standard rate
25769815052,1,Standard rate
25769815053,1,Standard rate
25769815054,1,Standard rate
25769815055,1,Standard rate
25769815056,1,Standard rate
25769815057,1,Standard rate
25769815058,1,Standard rate
25769815059,1,Standard rate
25769815060,1,Standard rate
25769815061,1,Standard rate
25769815062,1,Standard rate
25769815063,1,Standard rate
25769815064,1,Standard rate
25769815065,1,Standard rate
25769815066,1,Standard rate
25769815067,1,Standard rate
25769815068,1,Standard rate
25769815069,1,Standard rate
25769815070,1,Standard rate
25769815071,1,Standard rate
25769815072,1,Standard rate
25769815073,1,Standard rate
25769815074,1,Standard rate
25769815075,1,Standard rate
25769815076,1,Standard rate
25769815077,1,Standard rate
25769815078,1,Standard rate
25769815079,1,Standard rate
25769815080,1,Standard rate
25769815081,1,Standard rate
25769815082,1,Standard rate
25769815083,1,Standard rate
25769815084,1,Standard rate
25769815085,1,Standard rate
25769815086,1,Standard rate
25769815087,1,Standard rate
25769815088,1,Standard rate
25769815089,1,Standard rate
25769815090,1,Standard rate
25769815091,1,Standard rate
25769815092,1,Standard rate
25769815093,1,Standard rate
25769815094,1,Standard rate
25769815095,1,Standard rate
25769815096,1,Standard rate
25769815097,1,Standard rate
25769815098,1,Standard rate
25769815099,1,Standard rate
25769815100,1,Standard rate
25769815101,1,Standard rate
25769815102,1,Standard rate
25769815103,2,JFK
25769815104,1,Standard rate
25769815105,1,Standard rate
25769815106,1,Standard rate
25769815107,1,Standard rate
25769815108,1,Standard rate
25769815109,1,Standard rate
25769815110,5,Negotiated fare
25769815111,1,Standard rate
25769815112,1,Standard rate
25769815113,1,Standard rate
25769815114,1,Standard rate
25769815115,1,Standard rate
25769815116,1,Standard rate
25769815117,1,Standard rate
25769815118,1,Standard rate
25769815119,1,Standard rate
25769815120,1,Standard rate
25769815121,1,Standard rate
25769815122,1,Standard rate
25769815123,1,Standard rate
25769815124,1,Standard rate
25769815125,1,Standard rate
25769815126,1,Standard rate
25769815127,1,Standard rate
25769815128,1,Standard rate
25769815129,1,Standard rate
25769815130,1,Standard rate
25769815131,2,JFK
25769815132,1,Standard rate
25769815133,2,JFK
25769815134,1,Standard rate
25769815135,1,Standard rate
25769815136,1,Standard rate
25769815137,1,Standard rate
25769815138,1,Standard rate
25769815139,1,Standard rate
25769815140,1,Standard rate
25769815141,1,Standard rate
25769815142,1,Standard rate
25769815143,1,Standard rate
25769815144,1,Standard rate
25769815145,1,Standard rate
25769815146,2,JFK
25769815147,1,Standard rate
25769815148,1,Standard rate
25769815149,1,Standard rate
25769815150,1,Standard rate
25769815151,1,Standard rate
25769815152,2,JFK
25769815153,1,Standard rate
25769815154,1,Standard rate
25769815155,1,Standard rate
25769815156,1,Standard rate
25769815157,1,Standard rate
25769815158,1,Standard rate
25769815159,1,Standard rate
25769815160,1,Standard rate
25769815161,1,Standard rate
25769815162,1,Standard rate
25769815163,1,Standard rate
25769815164,1,Standard rate
25769815165,1,Standard rate
25769815166,1,Standard rate
25769815167,1,Standard rate
25769815168,1,Standard rate
25769815169,1,Standard rate
25769815170,1,Standard rate
25769815171,1,Standard rate
25769815172,1,Standard rate
25769815173,1,Standard rate
25769815174,1,Standard rate
25769815175,1,Standard rate
25769815176,1,Standard rate
25769815177,1,Standard rate
25769815178,1,Standard rate
25769815179,1,Standard rate
25769815180,1,Standard rate
25769815181,1,Standard rate
25769815182,1,Standard rate
25769815183,1,Standard rate
25769815184,1,Standard rate
25769815185,1,Standard rate
25769815186,1,Standard rate
25769815187,1,Standard rate
25769815188,1,Standard rate
25769815189,1,Standard rate
25769815190,2,JFK
25769815191,1,Standard rate
25769815192,1,Standard rate
25769815193,1,Standard rate
25769815194,1,Standard rate
25769815195,1,Standard rate
25769815196,1,Standard rate
25769815197,1,Standard rate
25769815198,1,Standard rate
25769815199,1,Standard rate
25769815200,1,Standard rate
25769815201,1,Standard rate
25769815202,1,Standard rate
25769815203,1,Standard rate
25769815204,1,Standard rate
25769815205,1,Standard rate
25769815206,1,Standard rate
25769815207,1,Standard rate
25769815208,1,Standard rate
25769815209,1,Standard rate
25769815210,1,Standard rate
25769815211,2,JFK
25769815212,1,Standard rate
25769815213,1,Standard rate
25769815214,1,Standard rate
25769815215,1,Standard rate
25769815216,1,Standard rate
25769815217,1,Standard rate
25769815218,1,Standard rate
25769815219,1,Standard rate
25769815220,1,Standard rate
25769815221,1,Standard rate
25769815222,1,Standard rate
25769815223,1,Standard rate
25769815224,1,Standard rate
25769815225,1,Standard rate
25769815226,1,Standard rate
25769815227,1,Standard rate
25769815228,1,Standard rate
25769815229,2,JFK
25769815230,1,Standard rate
25769815231,1,Standard rate
25769815232,1,Standard rate
25769815233,1,Standard rate
25769815234,1,Standard rate
25769815235,1,Standard rate
25769815236,1,Standard rate
25769815237,1,Standard rate
25769815238,1,Standard rate
25769815239,1,Standard rate
25769815240,1,Standard rate
25769815241,1,Standard rate
25769815242,1,Standard rate
25769815243,1,Standard rate
25769815244,1,Standard rate
25769815245,1,Standard rate
25769815246,1,Standard rate
25769815247,1,Standard rate
25769815248,1,Standard rate
25769815249,1,Standard rate
25769815250,1,Standard rate
25769815251,1,Standard rate
25769815252,1,Standard rate
25769815253,1,Standard rate
25769815254,2,JFK
25769815255,1,Standard rate
25769815256,1,Standard rate
25769815257,1,Standard rate
25769815258,1,Standard rate
25769815259,1,Standard rate
25769815260,1,Standard rate
25769815261,1,Standard rate
25769815262,1,Standard rate
25769815263,1,Standard rate
25769815264,1,Standard rate
25769815265,1,Standard rate
25769815266,2,JFK
25769815267,1,Standard rate
25769815268,1,Standard rate
25769815269,1,Standard rate
25769815270,2,JFK
25769815271,1,Standard rate
25769815272,1,Standard rate
25769815273,1,Standard rate
25769815274,1,Standard rate
25769815275,1,Standard rate
25769815276,1,Standard rate
25769815277,1,Standard rate
25769815278,1,Standard rate
25769815279,1,Standard rate
25769815280,1,Standard rate
25769815281,1,Standard rate
25769815282,1,Standard rate
25769815283,1,Standard rate
25769815284,1,Standard rate
25769815285,1,Standard rate
25769815286,1,Standard rate
25769815287,1,Standard rate
25769815288,1,Standard rate
25769815289,1,Standard rate
25769815290,1,Standard rate
25769815291,1,Standard rate
25769815292,2,JFK
25769815293,1,Standard rate
25769815294,1,Standard rate
25769815295,1,Standard rate
25769815296,1,Standard rate
25769815297,1,Standard rate
25769815298,1,Standard rate
25769815299,1,Standard rate
25769815300,1,Standard rate
25769815301,2,JFK
25769815302,1,Standard rate
25769815303,1,Standard rate
25769815304,1,Standard rate
25769815305,1,Standard rate
25769815306,1,Standard rate
25769815307,1,Standard rate
25769815308,2,JFK
25769815309,1,Standard rate
25769815310,1,Standard rate
25769815311,1,Standard rate
25769815312,1,Standard rate
25769815313,1,Standard rate
25769815314,1,Standard rate
25769815315,1,Standard rate
25769815316,1,Standard rate
25769815317,1,Standard rate
25769815318,1,Standard rate
25769815319,1,Standard rate
25769815320,1,Standard rate
25769815321,1,Standard rate
25769815322,1,Standard rate
25769815323,1,Standard rate
25769815324,1,Standard rate
25769815325,1,Standard rate
25769815326,1,Standard rate
25769815327,1,Standard rate
25769815328,1,Standard rate
25769815329,1,Standard rate
25769815330,1,Standard rate
25769815331,1,Standard rate
25769815332,1,Standard rate
25769815333,1,Standard rate
25769815334,1,Standard rate
25769815335,1,Standard rate
25769815336,1,Standard rate
25769815337,1,Standard rate
25769815338,1,Standard rate
25769815339,1,Standard rate
25769815340,1,Standard rate
25769815341,1,Standard rate
25769815342,1,Standard rate
25769815343,1,Standard rate
25769815344,1,Standard rate
25769815345,1,Standard rate
25769815346,1,Standard rate
25769815347,1,Standard rate
25769815348,1,Standard rate
25769815349,1,Standard rate
25769815350,1,Standard rate
25769815351,1,Standard rate
25769815352,1,Standard rate
25769815353,1,Standard rate
25769815354,1,Standard rate
25769815355,1,Standard rate
25769815356,1,Standard rate
25769815357,1,Standard rate
25769815358,1,Standard rate
25769815359,1,Standard rate
25769815360,1,Standard rate
25769815361,1,Standard rate
25769815362,1,Standard rate
25769815363,1,Standard rate
25769815364,1,Standard rate
25769815365,1,Standard rate
25769815366,1,Standard rate
25769815367,1,Standard rate
25769815368,1,Standard rate
25769815369,1,Standard rate
25769815370,1,Standard rate
25769815371,1,Standard rate
25769815372,1,Standard rate
25769815373,1,Standard rate
25769815374,1,Standard rate
25769815375,1,Standard rate
25769815376,1,Standard rate
25769815377,1,Standard rate
25769815378,1,Standard rate
25769815379,1,Standard rate
25769815380,1,Standard rate
25769815381,1,Standard rate
25769815382,1,Standard rate
25769815383,1,Standard rate
25769815384,2,JFK
25769815385,1,Standard rate
25769815386,1,Standard rate
25769815387,1,Standard rate
25769815388,1,Standard rate
25769815389,1,Standard rate
25769815390,1,Standard rate
25769815391,1,Standard rate
25769815392,1,Standard rate
25769815393,1,Standard rate
25769815394,1,Standard rate
25769815395,4,Nassau or Westchester
25769815396,1,Standard rate
25769815397,1,Standard rate
25769815398,1,Standard rate
25769815399,1,Standard rate
25769815400,1,Standard rate
25769815401,1,Standard rate
25769815402,1,Standard rate
25769815403,1,Standard rate
25769815404,1,Standard rate
25769815405,1,Standard rate
25769815406,1,Standard rate
25769815407,1,Standard rate
25769815408,1,Standard rate
25769815409,1,Standard rate
25769815410,1,Standard rate
25769815411,1,Standard rate
25769815412,1,Standard rate
25769815413,1,Standard rate
25769815414,1,Standard rate
25769815415,1,Standard rate
25769815416,1,Standard rate
25769815417,1,Standard rate
25769815418,1,Standard rate
25769815419,1,Standard rate
25769815420,1,Standard rate
25769815421,1,Standard rate
25769815422,1,Standard rate
25769815423,1,Standard rate
25769815424,1,Standard rate
25769815425,1,Standard rate
25769815426,1,Standard rate
25769815427,1,Standard rate
25769815428,1,Standard rate
25769815429,1,Standard rate
25769815430,1,Standard rate
25769815431,3,Newark
25769815432,1,Standard rate
25769815433,1,Standard rate
25769815434,1,Standard rate
25769815435,1,Standard rate
25769815436,1,Standard rate
25769815437,1,Standard rate
25769815438,1,Standard rate
25769815439,1,Standard rate
25769815440,1,Standard rate
25769815441,1,Standard rate
25769815442,1,Standard rate
25769815443,1,Standard rate
25769815444,1,Standard rate
25769815445,1,Standard rate
25769815446,1,Standard rate
25769815447,1,Standard rate
25769815448,1,Standard rate
25769815449,1,Standard rate
25769815450,1,Standard rate
25769815451,1,Standard rate
25769815452,1,Standard rate
25769815453,1,Standard rate
25769815454,1,Standard rate
25769815455,1,Standard rate
25769815456,1,Standard rate
25769815457,1,Standard rate
25769815458,1,Standard rate
25769815459,1,Standard rate
25769815460,5,Negotiated fare
25769815461,1,Standard rate
25769815462,1,Standard rate
25769815463,1,Standard rate
25769815464,1,Standard rate
25769815465,1,Standard rate
25769815466,1,Standard rate
25769815467,1,Standard rate
25769815468,1,Standard rate
25769815469,1,Standard rate
25769815470,1,Standard rate
25769815471,1,Standard rate
25769815472,1,Standard rate
25769815473,1,Standard rate
25769815474,1,Standard rate
25769815475,1,Standard rate
25769815476,1,Standard rate
25769815477,1,Standard rate
25769815478,1,Standard rate
25769815479,1,Standard rate
25769815480,1,Standard rate
25769815481,1,Standard rate
25769815482,1,Standard rate
25769815483,1,Standard rate
25769815484,1,Standard rate
25769815485,1,Standard rate
25769815486,1,Standard rate
25769815487,1,Standard rate
25769815488,1,Standard rate
25769815489,1,Standard rate
25769815490,1,Standard rate
25769815491,1,Standard rate
25769815492,1,Standard rate
25769815493,1,Standard rate
25769815494,1,Standard rate
25769815495,1,Standard rate
25769815496,1,Standard rate
25769815497,1,Standard rate
25769815498,1,Standard rate
25769815499,1,Standard rate
25769815500,1,Standard rate
25769815501,1,Standard rate
25769815502,1,Standard rate
25769815503,1,Standard rate
25769815504,1,Standard rate
25769815505,1,Standard rate
25769815506,1,Standard rate
25769815507,3,Newark
25769815508,1,Standard rate
25769815509,1,Standard rate
25769815510,1,Standard rate
25769815511,1,Standard rate
25769815512,1,Standard rate
25769815513,1,Standard rate
25769815514,1,Standard rate
25769815515,1,Standard rate
25769815516,1,Standard rate
25769815517,1,Standard rate
25769815518,1,Standard rate
25769815519,1,Standard rate
25769815520,1,Standard rate
25769815521,1,Standard rate
25769815522,1,Standard rate
25769815523,1,Standard rate
25769815524,1,Standard rate
25769815525,1,Standard rate
25769815526,1,Standard rate
25769815527,1,Standard rate
25769815528,1,Standard rate
25769815529,1,Standard rate
25769815530,1,Standard rate
25769815531,1,Standard rate
25769815532,1,Standard rate
25769815533,1,Standard rate
25769815534,1,Standard rate
25769815535,1,Standard rate
25769815536,1,Standard rate
25769815537,1,Standard rate
25769815538,1,Standard rate
25769815539,1,Standard rate
25769815540,1,Standard rate
25769815541,1,Standard rate
25769815542,1,Standard rate
25769815543,1,Standard rate
25769815544,1,Standard rate
25769815545,1,Standard rate
25769815546,1,Standard rate
25769815547,1,Standard rate
25769815548,1,Standard rate
25769815549,1,Standard rate
25769815550,1,Standard rate
25769815551,1,Standard rate
25769815552,1,Standard rate
25769815553,1,Standard rate
25769815554,1,Standard rate
25769815555,1,Standard rate
25769815556,1,Standard rate
25769815557,1,Standard rate
25769815558,1,Standard rate
25769815559,1,Standard rate
25769815560,1,Standard rate
25769815561,1,Standard rate
25769815562,1,Standard rate
25769815563,1,Standard rate
25769815564,1,Standard rate
25769815565,1,Standard rate
25769815566,1,Standard rate
25769815567,1,Standard rate
25769815568,1,Standard rate
25769815569,1,Standard rate
25769815570,1,Standard rate
25769815571,2,JFK
25769815572,1,Standard rate
25769815573,1,Standard rate
25769815574,1,Standard rate
25769815575,1,Standard rate
25769815576,1,Standard rate
25769815577,1,Standard rate
25769815578,1,Standard rate
25769815579,1,Standard rate
25769815580,1,Standard rate
25769815581,1,Standard rate
25769815582,1,Standard rate
25769815583,1,Standard rate
25769815584,1,Standard rate
25769815585,1,Standard rate
25769815586,1,Standard rate
25769815587,1,Standard rate
25769815588,1,Standard rate
25769815589,1,Standard rate
25769815590,1,Standard rate
25769815591,1,Standard rate
25769815592,1,Standard rate
25769815593,1,Standard rate
25769815594,2,JFK
25769815595,1,Standard rate
25769815596,1,Standard rate
25769815597,1,Standard rate
25769815598,1,Standard rate
25769815599,1,Standard rate
25769815600,1,Standard rate
25769815601,1,Standard rate
25769815602,1,Standard rate
25769815603,1,Standard rate
25769815604,1,Standard rate
25769815605,1,Standard rate
25769815606,1,Standard rate
25769815607,1,Standard rate
25769815608,1,Standard rate
25769815609,1,Standard rate
25769815610,1,Standard rate
25769815611,1,Standard rate
25769815612,1,Standard rate
25769815613,1,Standard rate
25769815614,1,Standard rate
25769815615,1,Standard rate
25769815616,1,Standard rate
25769815617,1,Standard rate
25769815618,1,Standard rate
25769815619,1,Standard rate
25769815620,1,Standard rate
25769815621,1,Standard rate
25769815622,1,Standard rate
25769815623,1,Standard rate
25769815624,1,Standard rate
25769815625,1,Standard rate
25769815626,1,Standard rate
25769815627,1,Standard rate
25769815628,1,Standard rate
25769815629,1,Standard rate
25769815630,1,Standard rate
25769815631,1,Standard rate
25769815632,2,JFK
25769815633,1,Standard rate
25769815634,1,Standard rate
25769815635,1,Standard rate
25769815636,1,Standard rate
25769815637,1,Standard rate
25769815638,1,Standard rate
25769815639,2,JFK
25769815640,1,Standard rate
25769815641,1,Standard rate
25769815642,2,JFK
25769815643,1,Standard rate
25769815644,1,Standard rate
25769815645,1,Standard rate
25769815646,1,Standard rate
25769815647,1,Standard rate
25769815648,1,Standard rate
25769815649,1,Standard rate
25769815650,1,Standard rate
25769815651,1,Standard rate
25769815652,2,JFK
25769815653,1,Standard rate
25769815654,1,Standard rate
25769815655,1,Standard rate
25769815656,1,Standard rate
25769815657,1,Standard rate
25769815658,1,Standard rate
25769815659,1,Standard rate
25769815660,1,Standard rate
25769815661,1,Standard rate
25769815662,1,Standard rate
25769815663,1,Standard rate
25769815664,1,Standard rate
25769815665,1,Standard rate
25769815666,1,Standard rate
25769815667,1,Standard rate
25769815668,1,Standard rate
25769815669,1,Standard rate
25769815670,1,Standard rate
25769815671,1,Standard rate
25769815672,1,Standard rate
25769815673,1,Standard rate
25769815674,1,Standard rate
25769815675,1,Standard rate
25769815676,1,Standard rate
25769815677,1,Standard rate
25769815678,1,Standard rate
25769815679,1,Standard rate
25769815680,2,JFK
25769815681,1,Standard rate
25769815682,1,Standard rate
25769815683,1,Standard rate
25769815684,1,Standard rate
25769815685,1,Standard rate
25769815686,3,Newark
25769815687,1,Standard rate
25769815688,1,Standard rate
25769815689,1,Standard rate
25769815690,1,Standard rate
25769815691,1,Standard rate
25769815692,1,Standard rate
25769815693,1,Standard rate
25769815694,1,Standard rate
25769815695,1,Standard rate
25769815696,1,Standard rate
25769815697,1,Standard rate
25769815698,1,Standard rate
25769815699,1,Standard rate
25769815700,1,Standard rate
25769815701,1,Standard rate
25769815702,1,Standard rate
25769815703,1,Standard rate
25769815704,3,Newark
25769815705,1,Standard rate
25769815706,1,Standard rate
25769815707,1,Standard rate
25769815708,1,Standard rate
25769815709,1,Standard rate
25769815710,1,Standard rate
25769815711,1,Standard rate
25769815712,1,Standard rate
25769815713,1,Standard rate
25769815714,1,Standard rate
25769815715,1,Standard rate
25769815716,1,Standard rate
25769815717,1,Standard rate
25769815718,1,Standard rate
