trip_distance_id,trip_distance
17179884178,2.1
17179884179,4.8
17179884180,7.6
17179884181,3.7
17179884182,1.22
17179884183,1.37
17179884184,3.8
17179884185,6.96
17179884186,9.1
17179884187,9.8
17179884188,3.95
17179884189,4.57
17179884190,0.86
17179884191,2.64
17179884192,4.87
17179884193,4.0
17179884194,2.97
17179884195,1.78
17179884196,12.71
17179884197,1.3
17179884198,3.6
17179884199,3.3
17179884200,2.7
17179884201,3.1
17179884202,2.01
17179884203,0.8
17179884204,20.04
17179884205,1.25
17179884206,3.21
17179884207,3.6
17179884208,3.1
17179884209,13.01
17179884210,1.0
17179884211,0.53
17179884212,10.78
17179884213,2.01
17179884214,20.75
17179884215,0.65
17179884216,1.78
17179884217,1.13
17179884218,12.11
17179884219,3.46
17179884220,2.95
17179884221,0.35
17179884222,0.66
17179884223,0.24
17179884224,0.74
17179884225,0.57
17179884226,1.22
17179884227,0.73
17179884228,4.78
17179884229,20.0
17179884230,3.33
17179884231,1.8
17179884232,1.26
17179884233,0.46
17179884234,16.96
17179884235,1.62
17179884236,1.74
17179884237,1.23
17179884238,3.3
17179884239,1.03
17179884240,6.84
17179884241,1.02
17179884242,2.3
17179884243,17.87
17179884244,2.0
17179884245,2.49
17179884246,5.18
17179884247,3.1
17179884248,4.13
17179884249,0.8
17179884250,1.32
17179884251,3.6
17179884252,1.64
17179884253,1.79
17179884254,2.6
17179884255,0.9
17179884256,2.37
17179884257,2.4
17179884258,3.14
17179884259,5.5
17179884260,3.7
17179884261,3.3
17179884262,5.1
17179884263,1.2
17179884264,1.0
17179884265,1.07
17179884266,1.84
17179884267,1.19
17179884268,18.0
17179884269,13.9
17179884270,1.4
17179884271,5.4
17179884272,9.17
17179884273,1.0
17179884274,8.85
17179884275,2.0
17179884276,5.74
17179884277,0.55
17179884278,1.27
17179884279,4.58
17179884280,2.3
17179884281,3.86
17179884282,1.91
17179884283,13.49
17179884284,1.71
17179884285,1.51
17179884286,2.44
17179884287,1.1
17179884288,1.3
17179884289,8.3
17179884290,2.78
17179884291,7.28
17179884292,1.3
17179884293,1.5
17179884294,1.7
17179884295,0.8
17179884296,2.64
17179884297,5.6
17179884298,7.7
17179884299,10.8
17179884300,2.5
17179884301,4.7
17179884302,1.56
17179884303,2.4
17179884304,4.2
17179884305,1.13
17179884306,4.17
17179884307,3.5
17179884308,0.18
17179884309,9.9
17179884310,2.0
17179884311,1.2
17179884312,18.9
17179884313,2.6
17179884314,18.5
17179884315,1.0
17179884316,0.78
17179884317,0.5
17179884318,0.6
17179884319,1.4
17179884320,11.2
17179884321,0.38
17179884322,2.5
17179884323,0.85
17179884324,4.24
17179884325,5.01
17179884326,10.39
17179884327,55.01
17179884328,0.66
17179884329,1.73
17179884330,0.99
17179884331,1.95
17179884332,1.38
17179884333,4.44
17179884334,1.04
17179884335,1.49
17179884336,0.26
17179884337,1.48
17179884338,1.37
17179884339,1.99
17179884340,1.72
17179884341,0.14
17179884342,1.28
17179884343,2.29
17179884344,1.38
17179884345,8.45
17179884346,0.96
17179884347,1.95
17179884348,2.75
17179884349,0.58
17179884350,11.36
17179884351,18.34
17179884352,3.47
17179884353,17.92
17179884354,1.6
17179884355,1.54
17179884356,1.58
17179884357,5.12
17179884358,0.74
25769803776,1.3
25769803777,1.48
25769803778,1.15
25769803779,2.65
25769803780,1.98
25769803781,3.16
25769803782,1.49
25769803783,3.77
25769803784,1.74
25769803785,1.93
25769803786,3.09
25769803787,1.53
25769803788,0.47
25769803789,0.4
25769803790,3.59
25769803791,1.5
25769803792,5.45
25769803793,0.58
25769803794,4.55
25769803795,2.32
25769803796,1.26
25769803797,1.99
25769803798,2.93
25769803799,1.65
25769803800,1.82
25769803801,2.68
25769803802,9.49
25769803803,3.08
25769803804,1.59
25769803805,0.65
25769803806,1.4
25769803807,1.61
25769803808,0.57
25769803809,1.65
25769803810,0.47
25769803811,0.73
25769803812,1.08
25769803813,0.38
25769803814,10.16
25769803815,1.34
25769803816,3.02
25769803817,0.87
25769803818,2.25
25769803819,1.24
25769803820,6.19
25769803821,1.49
25769803822,3.09
25769803823,1.32
25769803824,4.4
25769803825,2.61
25769803826,0.7
25769803827,2.35
25769803828,2.06
25769803829,1.17
25769803830,3.61
25769803831,1.35
25769803832,0.73
25769803833,1.6
25769803834,1.19
25769803835,1.69
25769803836,0.65
25769803837,0.57
25769803838,0.92
25769803839,1.27
25769803840,3.07
25769803841,5.8
25769803842,0.0
25769803843,0.48
25769803844,1.25
25769803845,1.39
25769803846,2.1
25769803847,1.14
25769803848,1.6
25769803849,3.46
25769803850,1.26
25769803851,0.73
25769803852,1.19
25769803853,20.26
25769803854,0.38
25769803855,10.26
25769803856,0.83
25769803857,2.99
25769803858,1.08
25769803859,5.59
25769803860,2.08
25769803861,1.97
25769803862,1.43
25769803863,0.8
25769803864,2.78
25769803865,2.02
25769803866,1.69
25769803867,13.88
25769803868,4.37
25769803869,0.84
25769803870,3.88
25769803871,10.33
25769803872,0.79
25769803873,0.52
25769803874,0.61
25769803875,0.9
25769803876,1.24
25769803877,20.23
25769803878,1.47
25769803879,7.02
25769803880,1.06
25769803881,2.72
25769803882,18.23
25769803883,2.2
25769803884,1.8
25769803885,2.35
25769803886,0.29
25769803887,1.27
25769803888,0.48
25769803889,0.75
25769803890,1.68
25769803891,1.13
25769803892,0.9
25769803893,0.77
25769803894,0.6
25769803895,1.2
25769803896,1.17
25769803897,1.44
25769803898,1.08
25769803899,1.49
25769803900,4.61
25769803901,1.2
25769803902,0.75
25769803903,1.35
25769803904,17.32
25769803905,2.31
25769803906,0.52
25769803907,0.81
25769803908,2.27
25769803909,1.11
25769803910,2.81
25769803911,4.97
25769803912,3.49
25769803913,1.16
25769803914,0.5
25769803915,1.7
25769803916,10.52
25769803917,4.09
25769803918,1.22
25769803919,1.26
25769803920,1.24
25769803921,1.97
25769803922,4.11
25769803923,1.47
25769803924,7.98
25769803925,2.5
25769803926,2.02
25769803927,1.61
25769803928,1.21
25769803929,2.93
25769803930,2.23
25769803931,2.34
25769803932,1.11
25769803933,1.89
25769803934,0.74
25769803935,0.53
25769803936,0.94
25769803937,4.09
25769803938,0.85
25769803939,1.55
25769803940,5.08
25769803941,0.94
25769803942,1.52
25769803943,1.3
25769803944,1.09
25769803945,1.2
25769803946,3.08
25769803947,1.73
25769803948,4.57
25769803949,0.52
25769803950,1.42
25769803951,6.51
25769803952,8.21
25769803953,4.81
25769803954,2.76
25769803955,4.68
25769803956,1.29
25769803957,0.88
25769803958,0.67
25769803959,0.29
25769803960,1.13
25769803961,2.1
25769803962,2.2
25769803963,0.96
25769803964,17.37
25769803965,2.03
25769803966,1.88
25769803967,5.6
25769803968,1.24
25769803969,1.14
25769803970,3.46
25769803971,1.93
25769803972,2.45
25769803973,1.37
25769803974,1.36
25769803975,1.57
25769803976,15.59
25769803977,8.45
25769803978,1.36
25769803979,5.31
25769803980,1.19
25769803981,0.4
25769803982,5.38
25769803983,2.44
25769803984,1.8
25769803985,1.07
25769803986,17.71
25769803987,4.39
25769803988,0.82
25769803989,7.58
25769803990,2.22
25769803991,0.91
25769803992,1.65
25769803993,0.89
25769803994,1.1
25769803995,7.3
25769803996,1.7
25769803997,0.49
25769803998,1.6
25769803999,1.2
25769804000,9.71
25769804001,1.66
25769804002,1.9
25769804003,5.32
25769804004,1.49
25769804005,6.1
25769804006,6.69
25769804007,1.7
25769804008,1.3
25769804009,0.39
25769804010,0.74
25769804011,10.27
25769804012,4.86
25769804013,3.76
25769804014,0.83
25769804015,0.92
25769804016,4.79
25769804017,0.8
25769804018,2.74
25769804019,2.96
25769804020,1.62
25769804021,1.83
25769804022,0.89
25769804023,0.96
25769804024,2.33
25769804025,1.14
25769804026,1.36
25769804027,2.15
25769804028,0.58
25769804029,1.11
25769804030,0.79
25769804031,1.03
25769804032,6.33
25769804033,7.43
25769804034,3.13
25769804035,0.65
25769804036,1.59
25769804037,0.86
25769804038,0.64
25769804039,6.51
25769804040,2.02
25769804041,1.41
25769804042,1.34
25769804043,7.34
25769804044,6.06
25769804045,1.02
25769804046,0.69
25769804047,8.77
25769804048,3.0
25769804049,1.96
25769804050,1.53
25769804051,2.07
25769804052,2.45
25769804053,2.4
25769804054,2.55
25769804055,2.71
25769804056,0.5
25769804057,0.83
25769804058,1.82
25769804059,11.54
25769804060,2.96
25769804061,3.23
25769804062,1.8
25769804063,0.98
25769804064,2.56
25769804065,1.46
25769804066,6.25
25769804067,3.67
25769804068,3.51
25769804069,2.68
25769804070,1.45
25769804071,1.82
25769804072,4.27
25769804073,1.41
25769804074,1.62
25769804075,3.46
25769804076,0.82
25769804077,1.64
25769804078,5.67
25769804079,2.86
25769804080,6.84
25769804081,1.6
25769804082,0.3
25769804083,2.08
25769804084,1.5
25769804085,5.21
25769804086,0.83
25769804087,4.88
25769804088,0.62
25769804089,0.94
25769804090,0.74
25769804091,2.17
25769804092,3.61
25769804093,1.41
25769804094,2.43
25769804095,1.74
25769804096,0.54
25769804097,4.77
25769804098,0.61
25769804099,0.61
25769804100,1.01
25769804101,5.62
25769804102,1.41
25769804103,1.52
25769804104,2.77
25769804105,6.13
25769804106,6.15
25769804107,7.3
25769804108,1.64
25769804109,0.69
25769804110,0.95
25769804111,1.73
25769804112,3.08
25769804113,3.35
25769804114,0.54
25769804115,1.16
25769804116,2.01
25769804117,1.01
25769804118,3.13
25769804119,6.78
25769804120,0.81
25769804121,0.53
25769804122,6.85
25769804123,1.71
25769804124,0.49
25769804125,1.19
25769804126,0.87
25769804127,0.79
25769804128,1.18
25769804129,4.39
25769804130,2.26
25769804131,1.11
25769804132,2.75
25769804133,2.14
25769804134,3.12
25769804135,4.81
25769804136,3.52
25769804137,4.1
25769804138,2.89
25769804139,0.73
25769804140,1.1
25769804141,4.49
25769804142,2.0
25769804143,1.07
25769804144,0.9
25769804145,1.47
25769804146,4.28
25769804147,0.89
25769804148,2.4
25769804149,2.67
25769804150,1.12
25769804151,1.38
25769804152,0.97
25769804153,3.41
25769804154,1.54
25769804155,0.77
25769804156,1.09
25769804157,2.09
25769804158,1.22
25769804159,2.01
25769804160,0.71
25769804161,21.25
25769804162,5.61
25769804163,1.65
25769804164,4.39
25769804165,1.04
25769804166,1.48
25769804167,1.85
25769804168,0.71
25769804169,14.36
25769804170,0.62
25769804171,0.81
25769804172,12.34
25769804173,5.27
25769804174,0.77
25769804175,2.24
25769804176,3.02
25769804177,3.33
25769804178,1.19
25769804179,7.19
25769804180,1.32
25769804181,0.7
25769804182,1.97
25769804183,1.88
25769804184,10.2
25769804185,0.94
25769804186,1.36
25769804187,1.02
25769804188,1.17
25769804189,1.36
25769804190,1.95
25769804191,0.36
25769804192,2.51
25769804193,2.18
25769804194,1.93
25769804195,0.67
25769804196,10.78
25769804197,1.13
25769804198,8.91
25769804199,2.94
25769804200,0.74
25769804201,1.59
25769804202,3.03
25769804203,0.57
25769804204,2.72
25769804205,0.44
25769804206,1.12
25769804207,2.92
25769804208,5.62
25769804209,0.65
25769804210,0.84
25769804211,12.44
25769804212,3.08
25769804213,4.59
25769804214,2.73
25769804215,1.32
25769804216,1.77
25769804217,6.36
25769804218,0.75
25769804219,2.39
25769804220,1.18
25769804221,0.46
25769804222,0.77
25769804223,2.42
25769804224,1.8
25769804225,1.56
25769804226,3.4
25769804227,1.31
25769804228,1.97
25769804229,1.96
25769804230,1.93
25769804231,1.62
25769804232,2.11
25769804233,3.44
25769804234,2.23
25769804235,1.99
25769804236,1.76
25769804237,0.8
25769804238,4.66
25769804239,2.18
25769804240,1.18
25769804241,1.29
25769804242,1.69
25769804243,0.81
25769804244,0.76
25769804245,1.92
25769804246,0.66
25769804247,3.0
25769804248,2.28
25769804249,1.3
25769804250,6.23
25769804251,4.37
25769804252,0.55
25769804253,2.43
25769804254,1.62
25769804255,7.29
25769804256,0.42
25769804257,0.0
25769804258,5.72
25769804259,1.18
25769804260,0.88
25769804261,1.06
25769804262,0.7
25769804263,0.8
25769804264,17.16
25769804265,4.76
25769804266,1.7
25769804267,0.8
25769804268,6.98
25769804269,12.57
25769804270,8.72
25769804271,1.27
25769804272,2.11
25769804273,1.6
25769804274,9.81
25769804275,3.29
25769804276,11.26
25769804277,7.76
25769804278,0.48
25769804279,1.91
25769804280,1.31
25769804281,2.66
25769804282,2.0
25769804283,4.31
25769804284,2.91
25769804285,1.53
25769804286,1.91
25769804287,1.91
25769804288,0.64
25769804289,1.64
25769804290,0.75
25769804291,1.1
25769804292,4.27
25769804293,1.51
25769804294,0.61
25769804295,0.97
25769804296,0.9
25769804297,0.79
25769804298,1.68
25769804299,4.05
25769804300,1.4
25769804301,1.62
25769804302,5.74
25769804303,1.13
25769804304,1.89
25769804305,5.49
25769804306,8.39
25769804307,0.5
25769804308,0.11
25769804309,0.62
25769804310,5.22
25769804311,1.18
25769804312,0.87
25769804313,0.88
25769804314,16.2
25769804315,0.53
25769804316,1.34
25769804317,1.04
25769804318,2.11
25769804319,2.68
25769804320,1.66
25769804321,1.16
25769804322,2.92
25769804323,1.46
25769804324,2.66
25769804325,1.33
25769804326,0.95
25769804327,7.26
25769804328,3.56
25769804329,1.18
25769804330,1.39
25769804331,0.78
25769804332,0.54
25769804333,0.86
25769804334,1.47
25769804335,4.37
25769804336,2.87
25769804337,11.06
25769804338,1.18
25769804339,1.06
25769804340,0.71
25769804341,1.37
25769804342,6.51
25769804343,7.12
25769804344,6.4
25769804345,17.66
25769804346,1.77
25769804347,1.77
25769804348,1.37
25769804349,0.74
25769804350,1.08
25769804351,0.93
25769804352,11.54
25769804353,1.26
25769804354,3.56
25769804355,3.35
25769804356,1.0
25769804357,0.93
25769804358,1.44
25769804359,1.94
25769804360,2.72
25769804361,2.2
25769804362,2.06
25769804363,1.01
25769804364,1.79
25769804365,5.08
25769804366,2.74
25769804367,1.42
25769804368,9.46
25769804369,4.78
25769804370,2.26
25769804371,1.18
25769804372,0.42
25769804373,5.19
25769804374,0.9
25769804375,1.14
25769804376,1.86
25769804377,0.65
25769804378,1.06
25769804379,1.68
25769804380,0.29
25769804381,3.95
25769804382,2.46
25769804383,1.22
25769804384,0.86
25769804385,1.58
25769804386,2.68
25769804387,2.17
25769804388,3.53
25769804389,1.64
25769804390,2.7
25769804391,1.99
25769804392,0.82
25769804393,2.72
25769804394,1.3
25769804395,1.77
25769804396,1.32
25769804397,1.21
25769804398,0.7
25769804399,2.09
25769804400,1.86
25769804401,0.85
25769804402,1.74
25769804403,2.84
25769804404,3.6
25769804405,4.69
25769804406,0.97
25769804407,1.76
25769804408,0.87
25769804409,0.42
25769804410,1.26
25769804411,5.28
25769804412,0.98
25769804413,2.88
25769804414,0.72
25769804415,0.75
25769804416,1.87
25769804417,0.66
25769804418,2.91
25769804419,0.65
25769804420,1.26
25769804421,0.37
25769804422,1.2
25769804423,4.49
25769804424,1.51
25769804425,1.18
25769804426,1.5
25769804427,1.53
25769804428,0.47
25769804429,13.33
25769804430,1.68
25769804431,1.09
25769804432,0.9
25769804433,1.46
25769804434,20.32
25769804435,1.12
25769804436,1.23
25769804437,1.23
25769804438,0.87
25769804439,2.15
25769804440,0.0
25769804441,18.5
25769804442,1.55
25769804443,0.4
25769804444,5.86
25769804445,1.4
25769804446,2.5
25769804447,1.62
25769804448,1.58
25769804449,8.34
25769804450,1.65
25769804451,6.55
25769804452,9.12
25769804453,0.44
25769804454,5.84
25769804455,2.14
25769804456,1.01
25769804457,0.48
25769804458,0.73
25769804459,1.24
25769804460,11.93
25769804461,1.19
25769804462,0.98
25769804463,0.69
25769804464,1.66
25769804465,2.38
25769804466,2.49
25769804467,1.4
25769804468,1.59
25769804469,1.78
25769804470,2.04
25769804471,5.12
25769804472,5.83
25769804473,6.53
25769804474,0.93
25769804475,1.1
25769804476,1.99
25769804477,1.01
25769804478,0.47
25769804479,1.17
25769804480,0.92
25769804481,1.36
25769804482,1.1
25769804483,1.59
25769804484,1.31
25769804485,1.96
25769804486,2.07
25769804487,5.78
25769804488,3.54
25769804489,0.96
25769804490,1.83
25769804491,2.8
25769804492,1.5
25769804493,2.04
25769804494,2.54
25769804495,1.3
25769804496,5.22
25769804497,1.14
25769804498,0.58
25769804499,3.96
25769804500,1.28
25769804501,4.08
25769804502,5.84
25769804503,0.78
25769804504,1.49
25769804505,5.4
25769804506,19.49
25769804507,2.72
25769804508,1.1
25769804509,6.09
25769804510,2.61
25769804511,0.89
25769804512,2.9
25769804513,7.98
25769804514,3.01
25769804515,0.5
25769804516,1.76
25769804517,1.74
25769804518,1.15
25769804519,0.85
25769804520,1.14
25769804521,0.69
25769804522,1.22
25769804523,4.97
25769804524,2.35
25769804525,3.26
25769804526,1.81
25769804527,6.1
25769804528,0.63
25769804529,0.34
25769804530,1.38
25769804531,3.2
25769804532,1.3
25769804533,2.64
25769804534,1.57
25769804535,1.37
25769804536,1.1
25769804537,1.32
25769804538,3.45
25769804539,1.26
25769804540,0.49
25769804541,4.12
25769804542,1.25
25769804543,1.58
25769804544,8.8
25769804545,2.7
25769804546,0.63
25769804547,0.93
25769804548,0.65
25769804549,1.43
25769804550,2.25
25769804551,1.87
25769804552,4.52
25769804553,1.28
25769804554,1.94
25769804555,3.4
25769804556,2.92
25769804557,1.87
25769804558,2.55
25769804559,1.46
25769804560,1.46
25769804561,0.62
25769804562,1.06
25769804563,1.92
25769804564,2.73
25769804565,2.8
25769804566,16.46
25769804567,3.23
25769804568,2.14
25769804569,0.81
25769804570,1.84
25769804571,1.04
25769804572,16.32
25769804573,2.2
25769804574,0.67
25769804575,0.42
25769804576,1.93
25769804577,1.74
25769804578,2.13
25769804579,8.33
25769804580,1.37
25769804581,2.28
25769804582,1.24
25769804583,1.33
25769804584,3.42
25769804585,1.56
25769804586,1.27
25769804587,0.74
25769804588,3.07
25769804589,1.1
25769804590,2.46
25769804591,3.83
25769804592,1.83
25769804593,2.06
25769804594,0.97
25769804595,1.84
25769804596,1.26
25769804597,2.46
25769804598,1.06
25769804599,1.0
25769804600,0.38
25769804601,3.57
25769804602,0.86
25769804603,3.15
25769804604,0.93
25769804605,0.33
25769804606,1.08
25769804607,1.2
25769804608,13.69
25769804609,1.71
25769804610,1.91
25769804611,2.32
25769804612,2.56
25769804613,8.35
25769804614,10.34
25769804615,2.59
25769804616,2.1
25769804617,2.95
25769804618,0.43
25769804619,1.33
25769804620,8.17
25769804621,2.07
25769804622,1.54
25769804623,4.85
25769804624,1.04
25769804625,0.62
25769804626,0.86
25769804627,1.33
25769804628,1.67
25769804629,10.37
25769804630,1.57
25769804631,2.34
25769804632,0.5
25769804633,2.45
25769804634,6.32
25769804635,0.87
25769804636,1.2
25769804637,1.05
25769804638,8.86
25769804639,2.65
25769804640,2.42
25769804641,16.39
25769804642,13.35
25769804643,0.92
25769804644,1.0
25769804645,3.54
25769804646,1.42
25769804647,12.9
25769804648,0.76
25769804649,2.58
25769804650,0.38
25769804651,2.06
25769804652,2.11
25769804653,1.59
25769804654,1.43
25769804655,0.73
25769804656,3.43
25769804657,0.66
25769804658,0.64
25769804659,1.84
25769804660,1.27
25769804661,5.61
25769804662,1.44
25769804663,2.54
25769804664,7.96
25769804665,2.65
25769804666,2.22
25769804667,2.42
25769804668,0.57
25769804669,1.67
25769804670,6.42
25769804671,0.53
25769804672,2.02
25769804673,2.05
25769804674,11.04
25769804675,1.91
25769804676,0.0
25769804677,2.22
25769804678,0.62
25769804679,2.57
25769804680,3.13
25769804681,0.76
25769804682,1.36
25769804683,1.8
25769804684,1.47
25769804685,4.14
25769804686,4.14
25769804687,0.39
25769804688,7.0
25769804689,2.79
25769804690,3.88
25769804691,2.57
25769804692,2.11
25769804693,1.45
25769804694,0.85
25769804695,5.02
25769804696,3.0
25769804697,0.94
25769804698,1.26
25769804699,1.76
25769804700,3.24
25769804701,1.64
25769804702,2.47
25769804703,0.81
25769804704,1.05
25769804705,1.74
25769804706,1.21
25769804707,6.89
25769804708,0.82
25769804709,5.79
25769804710,1.41
25769804711,4.64
25769804712,1.02
25769804713,0.86
25769804714,1.97
25769804715,1.8
25769804716,1.95
25769804717,2.8
25769804718,2.88
25769804719,0.74
25769804720,2.71
25769804721,1.56
25769804722,2.9
25769804723,1.84
25769804724,0.86
25769804725,1.49
25769804726,0.49
25769804727,1.34
25769804728,1.25
25769804729,0.98
25769804730,1.8
25769804731,2.35
25769804732,1.26
25769804733,17.93
25769804734,2.13
25769804735,3.36
25769804736,1.53
25769804737,0.83
25769804738,0.59
25769804739,1.61
25769804740,0.81
25769804741,0.89
25769804742,0.62
25769804743,0.85
25769804744,1.16
25769804745,8.06
25769804746,2.81
25769804747,0.97
25769804748,6.26
25769804749,0.43
25769804750,0.89
25769804751,6.48
25769804752,1.82
25769804753,0.71
25769804754,0.38
25769804755,2.0
25769804756,0.43
25769804757,0.96
25769804758,0.78
25769804759,0.86
25769804760,0.54
25769804761,1.61
25769804762,1.35
25769804763,0.35
25769804764,0.99
25769804765,1.41
25769804766,1.89
25769804767,1.7
25769804768,1.42
25769804769,1.4
25769804770,1.24
25769804771,1.69
25769804772,1.86
25769804773,3.21
25769804774,1.8
25769804775,2.06
25769804776,8.04
25769804777,1.75
25769804778,5.59
25769804779,4.05
25769804780,5.58
25769804781,1.44
25769804782,0.0
25769804783,1.28
25769804784,0.85
25769804785,21.4
25769804786,0.55
25769804787,1.11
25769804788,1.89
25769804789,1.83
25769804790,1.37
25769804791,1.65
25769804792,4.88
25769804793,1.08
25769804794,1.26
25769804795,1.96
25769804796,2.15
25769804797,2.34
25769804798,12.85
25769804799,2.4
25769804800,0.78
25769804801,3.67
25769804802,0.87
25769804803,0.69
25769804804,0.49
25769804805,9.85
25769804806,0.74
25769804807,2.72
25769804808,1.27
25769804809,1.26
25769804810,1.75
25769804811,0.93
25769804812,1.89
25769804813,0.0
25769804814,1.35
25769804815,2.29
25769804816,0.58
25769804817,6.16
25769804818,4.43
25769804819,1.89
25769804820,2.16
25769804821,5.41
25769804822,2.41
25769804823,3.58
25769804824,2.04
25769804825,1.54
25769804826,1.26
25769804827,6.35
25769804828,0.95
25769804829,1.29
25769804830,3.95
25769804831,4.49
25769804832,3.09
25769804833,1.14
25769804834,2.46
25769804835,3.2
25769804836,2.11
25769804837,2.72
25769804838,1.32
25769804839,1.33
25769804840,0.72
25769804841,1.12
25769804842,1.75
25769804843,0.97
25769804844,0.96
25769804845,3.09
25769804846,3.04
25769804847,0.81
25769804848,0.55
25769804849,0.98
25769804850,5.8
25769804851,2.84
25769804852,1.11
25769804853,4.5
25769804854,0.8
25769804855,1.57
25769804856,1.36
25769804857,0.66
25769804858,1.69
25769804859,0.55
25769804860,0.98
25769804861,1.1
25769804862,1.06
25769804863,1.31
25769804864,0.65
25769804865,1.39
25769804866,12.03
25769804867,1.67
25769804868,0.99
25769804869,1.07
25769804870,1.55
25769804871,6.67
25769804872,1.07
25769804873,1.6
25769804874,0.84
25769804875,0.33
25769804876,1.43
25769804877,1.52
25769804878,1.53
25769804879,2.07
25769804880,1.69
25769804881,0.6
25769804882,2.27
25769804883,5.79
25769804884,2.98
25769804885,0.47
25769804886,0.73
25769804887,2.5
25769804888,1.1
25769804889,2.14
25769804890,0.95
25769804891,4.09
25769804892,2.02
25769804893,19.35
25769804894,1.15
25769804895,1.8
25769804896,2.49
25769804897,1.2
25769804898,2.52
25769804899,0.72
25769804900,1.69
25769804901,1.19
25769804902,10.03
25769804903,11.46
25769804904,2.64
25769804905,0.49
25769804906,3.95
25769804907,3.1
25769804908,2.49
25769804909,2.54
25769804910,1.9
25769804911,0.71
25769804912,2.83
25769804913,1.24
25769804914,1.14
25769804915,1.62
25769804916,1.84
25769804917,1.71
25769804918,5.7
25769804919,5.09
25769804920,1.34
25769804921,0.98
25769804922,0.95
25769804923,1.26
25769804924,2.35
25769804925,1.6
25769804926,4.7
25769804927,0.28
25769804928,0.85
25769804929,17.69
25769804930,1.23
25769804931,2.6
25769804932,3.97
25769804933,2.25
25769804934,2.83
25769804935,0.78
25769804936,2.98
25769804937,1.17
25769804938,4.02
25769804939,5.92
25769804940,0.54
25769804941,2.27
25769804942,0.95
25769804943,0.59
25769804944,0.76
25769804945,1.22
25769804946,5.05
25769804947,1.35
25769804948,0.74
25769804949,6.41
25769804950,2.56
25769804951,0.76
25769804952,1.08
25769804953,1.43
25769804954,0.67
25769804955,0.71
25769804956,2.05
25769804957,1.38
25769804958,3.64
25769804959,1.22
25769804960,1.66
25769804961,1.19
25769804962,1.75
25769804963,2.52
25769804964,3.6
25769804965,1.69
25769804966,4.73
25769804967,1.5
25769804968,1.64
25769804969,0.9
25769804970,2.23
25769804971,2.27
25769804972,0.95
25769804973,4.65
25769804974,0.62
25769804975,1.71
25769804976,2.15
25769804977,1.86
25769804978,1.38
25769804979,0.85
25769804980,2.23
25769804981,3.68
25769804982,0.9
25769804983,0.84
25769804984,1.73
25769804985,3.63
25769804986,1.29
25769804987,11.36
25769804988,2.18
25769804989,1.28
25769804990,9.99
25769804991,1.15
25769804992,0.66
25769804993,1.69
25769804994,2.67
25769804995,4.7
25769804996,2.35
25769804997,1.35
25769804998,0.93
25769804999,5.84
25769805000,0.97
25769805001,2.59
25769805002,0.82
25769805003,2.01
25769805004,1.93
25769805005,1.14
25769805006,0.96
25769805007,2.09
25769805008,0.49
25769805009,2.54
25769805010,1.33
25769805011,1.13
25769805012,2.03
25769805013,2.36
25769805014,1.78
25769805015,1.45
25769805016,0.4
25769805017,2.11
25769805018,0.69
25769805019,18.41
25769805020,7.44
25769805021,1.01
25769805022,4.13
25769805023,1.42
25769805024,1.0
25769805025,2.59
25769805026,4.0
25769805027,0.79
25769805028,1.8
25769805029,4.44
25769805030,1.42
25769805031,0.83
25769805032,5.37
25769805033,14.1
25769805034,3.08
25769805035,6.7
25769805036,1.4
25769805037,6.57
25769805038,1.54
25769805039,1.94
25769805040,1.27
25769805041,10.02
25769805042,7.65
25769805043,0.86
25769805044,1.87
25769805045,6.9
25769805046,3.47
25769805047,1.75
25769805048,1.44
25769805049,0.96
25769805050,1.73
25769805051,0.88
25769805052,1.32
25769805053,1.76
25769805054,0.9
25769805055,1.56
25769805056,5.03
25769805057,0.72
25769805058,0.75
25769805059,0.91
25769805060,1.59
25769805061,1.13
25769805062,1.4
25769805063,1.09
25769805064,1.3
25769805065,0.69
25769805066,3.23
25769805067,2.99
25769805068,0.87
25769805069,4.42
25769805070,0.68
25769805071,3.89
25769805072,0.42
25769805073,1.55
25769805074,0.97
25769805075,0.32
25769805076,1.72
25769805077,0.89
25769805078,5.32
25769805079,1.44
25769805080,1.93
25769805081,0.47
25769805082,1.23
25769805083,1.74
25769805084,0.56
25769805085,0.68
25769805086,1.33
25769805087,4.38
25769805088,0.84
25769805089,1.11
25769805090,6.46
25769805091,1.78
25769805092,0.44
25769805093,0.87
25769805094,3.48
25769805095,2.08
25769805096,2.65
25769805097,0.79
25769805098,3.32
25769805099,0.4
25769805100,0.37
25769805101,3.44
25769805102,0.86
25769805103,1.23
25769805104,0.96
25769805105,2.47
25769805106,2.09
25769805107,1.0
25769805108,11.32
25769805109,11.56
25769805110,17.74
25769805111,1.84
25769805112,4.67
25769805113,1.92
25769805114,1.4
25769805115,2.72
25769805116,5.22
25769805117,5.14
25769805118,2.32
25769805119,0.7
25769805120,1.95
25769805121,2.91
25769805122,1.35
25769805123,2.67
25769805124,0.36
25769805125,8.19
25769805126,1.7
25769805127,1.44
25769805128,0.97
25769805129,0.54
25769805130,0.7
25769805131,2.51
25769805132,0.59
25769805133,0.71
25769805134,1.58
25769805135,1.64
25769805136,8.41
25769805137,0.69
25769805138,3.19
25769805139,8.65
25769805140,6.42
25769805141,5.3
25769805142,1.19
25769805143,7.99
25769805144,1.79
25769805145,0.58
25769805146,14.32
25769805147,1.32
25769805148,2.01
